read	# Skills\n\nSkills give Pi specialized instructions and supporting files for a particular kind of work. Pi advertises each available skill by name and description, then loads its full instructions only when the task calls for them.\n\nUse a skill when a workflow needs more context than a prompt template but does not need a new executable integration point. Skills can bundle scripts, references, and assets alongside their instructions.\n\nPi implements the [Agent Skills specification](https://agentskills.io/specification). Most invalid fields produce warnings rather than stopping startup.\n\n## Create a skill\n\nA skill is a directory containing `SKILL.md`:\n\n```text\npdf-tools/\n├── SKILL.md\n├── scripts/\n│   └── extract.sh\n├── references/\n│   └── formats.md\n└── assets/\n    └── template.json\n```\n\nStart `SKILL.md` with frontmatter followed by direct instructions:\n\n```markdown\n---\nname: pdf-tools\ndescription: Extract text and tables from PDF files. Use when reading, converting, or inspecting PDFs.\n---\n\n# PDF tools\n\nRead `references/formats.md` before converting a document. Run scripts relative to this skill directory.\n```\n\nThe description determines when the model considers loading the skill. State both what the skill does and when it applies. Avoid descriptions such as “Helps with PDFs,” which do not provide enough routing information.\n\nUse relative paths from the skill directory when referring to bundled files. Pi tells the model where the skill lives so it can resolve those paths.\n\n## Understand how skills load\n\nAt startup, Pi scans configured skill locations and adds each skill’s name, description, and path to the system prompt. It does not add the full instructions.\n\nWhen a task matches, the model reads `SKILL.md` and follows its instructions. This keeps detailed guidance out of context until it is needed. A model might fail to load a relevant skill, so use `/skill:name` when you need to force it.\n\nArguments after `/skill:name` are appended to the loaded instructions as a user request:\n\n```text\n/skill:pdf-tools extract report.pdf\n```\n\nSet `disable-model-invocation: true` in frontmatter when a skill should be available only through its explicit command. The `enableSkillCommands` [setting](settings.md) controls whether skill commands appear in interactive command discovery; manually entered `/skill:name` commands still work.\n\n<a id="choose-where-it-loads"></a>\n\n## Add it to Pi\n\nPlace the skill in your user or project skills directory. Directories containing `SKILL.md` are discovered recursively.\n\nPi also supports the Agent Skills locations `~/.agents/skills/` and `.agents/skills/`. Project `.agents/skills/` directories are discovered from the working directory through its ancestors, stopping at the repository root when one exists.\n\nPi accepts some standalone Markdown skills, but a directory containing `SKILL.md` is the portable form and should be preferred. See [Settings](settings.md#resources) and [Pi Packages](packages.md) for additional locations.\n\nProject skills can instruct the model to run scripts or modify files. Review unfamiliar skills and their supporting files before granting project trust.\n\n## Write portable frontmatter\n\nThe Agent Skills specification defines these fields:\n\n| Field | Purpose |\n|---|---|\n| `name` | Command and display name |\n| `description` | Routing description shown to the model |\n| `license` | License name or bundled license file |\n| `compatibility` | Environment requirements |\n| `metadata` | Additional key-value metadata |\n| `allowed-tools` | Experimental pre-approved tool list |\n| `disable-model-invocation` | Hide the skill from automatic model selection |\n\nNames use lowercase letters, numbers, and hyphens, with no leading, trailing, or consecutive hyphens. They can contain at most 64 characters; descriptions can contain at most 1024.\n\nPi neither requires nor warns when the declared name differs from the parent directory. Other Agent Skills implementations may enforce that requirement, so matching names remain the portable choice.\n\nMalformed `SKILL.md` files and declared skills without descriptions are not loaded. Name collisions keep the first discovered skill and produce a warning.\n\n## Validate and share a skill\n\nRun Pi from a location where the skill is discoverable, then inspect the startup diagnostics and `/skill:name` command. Run `/reload` after editing a skill during an active session.\n\nUse a [Pi package](packages.md) to distribute one or more skills through npm or git. Keep environment setup inside the skill and declare any required runtime dependencies in the package.\n\nFor examples, see the [Anthropic skills collection](https://github.com/anthropics/skills) and [Pi skills collection](https://github.com/badlogic/pi-skills).\n	false
read	---\nname: skill-design-principles\ndescription: Concise, high-signal principles for writing and editing skills well. Use whenever authoring or editing a skill.\n---\n\n# Skill design principles\n\nNote: These principles should be applied both when writing skills from scratch and when editing existing skills. Before you respond, re-check your diff against every principle below **mechanically, not from memory**: for example, for each fact, value, or list you touched, search the skill files and confirm you did not deepen / add duplication in an unreasonable way. However, balance adherence to principles with the requests of the user --- never make significant changes / refactors that are not explicitly requested. If you notice such opportunities, complete the request first, then notify the user of the refactor opportunity after completing the request.   \n\n- **One home per fact; maintain a single source of truth.** Keep each rule, value, or list in a single authoritative place others point to — don't restate it across files. If adding to / modifying a skill and you notice it already exists, do NOT refactor the user's skill unless explicitly requested to. Instead, make the requested change and notify the user of the existing redundancy and opportunity to refactor and reduce duplication. \n\n- **Avoid No-Op Statements / Sprawl.** If a statement is not required for the skill to function, remove it.\n    - **Addendum: Avoid No-Op Guardrails.** It can often be tempting to add guardrails to avoid specific failures. However, it should be considered whether or not these guardrails are necessary in the context of concurrent edits. For example, if the skill contained "do X" and the user suggests to change to "do Y", the negation "do not do X" may not be necessary if it is sufficiently clear that "do Y" is the new instruction in the updated skill.\n\n- **Avoid writing one-off-bandaids/patches for general problems.** Solve the underlying class of problem, not the single instance you were shown. Fix a bad output where the fact is owned so it cannot be produced, rather than adding a downstream check that only catches the one symptom; and prefer a general mechanism over minting a new hard-coded case that must then be enumerated everywhere. Generalize along predictable dimensions (for example, if the code crashed on a ".csv" file because delimited files are not supported, do not just state that ".csv" files are not supported, state that all delimited files are not supported) — but be precise, careful, and above all, correct in your generalizations. Do take care to avoid overgeneralizations. 	false
read	# Settings Reference\n\nThis reference lists user-configurable settings, their types, defaults, and purposes. Project settings override agent-directory settings. Resource lists are combined. See [Configuration](configuration.md) for file locations and trust behavior.\n\n## Model and thinking\n\n<a id="model-cycling"></a>\n\n| Setting | Type | Default | Description |\n|---|---|---|---|\n| `defaultProvider` | string | Automatic | Startup AI provider. |\n| `defaultModel` | string | Automatic | Startup model ID. |\n| `defaultThinkingLevel` | `"off" \\| "minimal" \\| "low" \\| "medium" \\| "high" \\| "xhigh" \\| "max"` | `"medium"` | Startup thinking level. |\n| `modelThinkingLevels` | object | None | Per-model startup thinking levels keyed by exact `provider/modelId`. |\n| `thinkingBudgets` | object | Built-in budgets | Token budgets for `minimal`, `low`, `medium`, and `high` thinking levels. |\n| `enabledModels` | `string[]` | All available models | Model patterns used for startup selection and model cycling. Uses the same format as `--models`. |\n| `hideThinkingBlock` | boolean | `false` | Hide thinking blocks in the transcript. |\n| `showCacheMissNotices` | boolean | `false` | Show notices for significant cache misses, successful cache warming, compaction usage, and provider recovery. |\n| `cacheWarming` | `"off" \\| "streaming" \\| "idle"` | `"streaming"` | Keep eligible provider prompt caches warm during active runs or, with `"idle"`, between runs. Global setting only. |\n\nCache warming runs only when the model declares a cache lifetime and Pi estimates at least $0.05 in avoided cache-miss cost. Refresh usage counts toward session totals but does not enter model context. `/session` shows the next decision; extensions can override it with `cache_warming_decision`. See [Prompt Cache Lifetimes](models.md#prompt-cache-lifetimes).\n\nSee [Choose a Model](models.md) for model selection and thinking controls.\n\n## Interaction\n\n| Setting | Type | Default | Description |\n|---|---|---|---|\n| `steeringMode` | `"all" \\| "one-at-a-time"` | `"one-at-a-time"` | How queued steering messages are delivered. |\n| `followUpMode` | `"all" \\| "one-at-a-time"` | `"one-at-a-time"` | How queued follow-up messages are delivered. |\n| `externalEditor` | string | `$VISUAL`, `$EDITOR`, then platform default | Command opened by the external-editor keybinding. |\n| `doubleEscapeAction` | `"tree" \\| "fork" \\| "none"` | `"tree"` | Action for double Escape with an empty editor. |\n| `treeFilterMode` | `"default" \\| "no-tools" \\| "user-only" \\| "labeled-only" \\| "all"` | `"default"` | Initial filter used by `/tree`. |\n| `defaultProjectTrust` | `"ask" \\| "always" \\| "never"` | `"ask"` | Fallback project-trust behavior. **Can only be set in agent-directory settings.** |\n\n## Tools\n\n| Setting | Type | Default | Description |\n|---|---|---|---|\n| `defaultTools` | `string[]` | `read`, `bash`, `edit`, `write` | Built-in tools enabled at startup. An empty array disables all built-in tools but not extension or SDK tools. |\n\nAvailable built-in tools are `read`, `bash`, `powershell`, `edit`, `write`, `grep`, `find`, and `ls`. CLI tool options override this setting for one invocation. See [Command Line](cli.md#tools).\n\n## Sessions and context\n\n| Setting | Type | Default | Description |\n|---|---|---|---|\n| `sessionDir` | string | Agent session directory | Session storage directory. Relative paths resolve from the working directory. `PI_CODING_AGENT_SESSION_DIR` and `--session-dir` override this setting. |\n\n### Compaction\n\n| Setting | Type | Default | Description |\n|---|---|---|---|\n| `compaction.enabled` | boolean | `true` | Enable automatic compaction. |\n| `compaction.reserveTokens` | number | `16384` | Tokens reserved for the model response. |\n| `compaction.keepRecentTokens` | number | `20000` | Recent tokens retained without summarization. |\n| `compaction.modelOverrides` | object | None | Per-model token settings keyed by exact `provider/modelId`. |\n\n<a id="per-model-compaction-overrides"></a>\n\nCompaction token values must be non-negative safe integers. Each value resolves independently from the matching model override, then the ordinary compaction setting, then the built-in default. Project and user objects merge before model lookup.\n\nSee [Compaction Reference](compaction.md) for trigger, summarization, and validation behavior.\n\n### Branch summaries\n\n| Setting | Type | Default | Description |\n|---|---|---|---|\n| `branchSummary.reserveTokens` | number | `16384` | Tokens reserved when summarizing branch history. |\n| `branchSummary.skipPrompt` | boolean | `false` | Skip the branch-summary prompt and default to no summary. |\n\n## Terminal and display\n\n| Setting | Type | Default | Description |\n|---|---|---|---|\n| `theme` | string | Detected | Built-in or custom theme name. |\n| `quietStartup` | boolean | `false` | Hide the startup header. |\n| `tuiMode` | `"regular" \\| "fullscreen"` | `"regular"` | Interactive terminal UI mode. |\n| `fullscreenExitOutput` | `"transcript" \\| "resume-hint"` | `"transcript"` | Output printed when fullscreen mode exits. |\n| `fullscreenScrollbar` | `"auto" \\| "always" \\| "hidden"` | `"auto"` | Fullscreen transcript scrollbar behavior. |\n| `fullscreenCopyOnSelect` | boolean | `true` | Copy selected text automatically in fullscreen mode. |\n| `editorPaddingX` | number | `0` | Horizontal editor padding from 0 to 3 cells. |\n| `outputPad` | `0 \\| 1` | `1` | Horizontal transcript padding. |\n| `autocompleteMaxVisible` | number | `5` | Visible autocomplete entries, from 3 to 20. |\n| `showHardwareCursor` | boolean | `false` | Show the terminal cursor while Pi positions it for input methods. |\n| `terminal.showImages` | boolean | `true` | Display inline images when supported. |\n| `terminal.imageWidthCells` | number | `60` | Preferred inline image width in terminal cells. |\n| `terminal.clearOnShrink` | boolean | `false` | Clear empty rows when rendered content shrinks. |\n| `terminal.showTerminalProgress` | boolean | `false` | Show OSC 9;4 progress in the terminal tab. |\n| `terminal.hyperlinks` | `boolean \\| "auto"` | `"auto"` | Override OSC 8 hyperlink detection. |\n| `terminal.images` | `"kitty" \\| "iterm2" \\| "auto" \\| false` | `"auto"` | Override inline-image protocol detection. |\n| `terminal.trueColor` | `boolean \\| "auto"` | `"auto"` | Override true-color detection. |\n| `images.autoResize` | boolean | `true` | Resize images to at most 2000 by 2000 pixels before sending them to a model. |\n| `images.blockImages` | boolean | `false` | Prevent images from being sent to models. |\n| `markdown.codeBlockIndent` | string | `"  "` | Prefix used to indent rendered code blocks. |\n| `markdown.mermaid` | `"off" \\| "final" \\| "streaming"` | `"streaming"` | Mermaid rendering mode. |\n\nSee [Themes](themes.md) and [Terminal Setup](terminal-setup.md) for format and platform details.\n\n## Network and retries\n\n| Setting | Type | Default | Description |\n|---|---|---|---|\n| `transport` | `"auto" \\| "sse" \\| "websocket" \\| "websocket-cached"` | `"auto"` | Preferred transport for AI providers that support multiple transports. |\n| `httpProxy` | string | None | Proxy URL applied as `HTTP_PROXY` and `HTTPS_PROXY` for Pi-managed HTTP clients. **Can only be set in agent-directory settings.** |\n| `httpIdleTimeoutMs` | number | `300000` | HTTP header and body idle timeout in milliseconds. Set to `0` to disable. |\n| `websocketConnectTimeoutMs` | number | `15000` | WebSocket connection timeout in milliseconds. Set to `0` to disable. |\n| `retry.enabled` | boolean | `true` | Enable automatic agent-level retry for transient failures. |\n| `retry.maxRetries` | number | `3` | Maximum agent-level retry attempts. |\n| `retry.baseDelayMs` | number | `2000` | Initial exponential-backoff delay in milliseconds. |\n| `retry.maxAgentDelayMs` | number | `60000` | Maximum agent-level retry delay in milliseconds. |\n| `retry.provider.timeoutMs` | number | `httpIdleTimeoutMs` | Provider request timeout in milliseconds. |\n| `retry.provider.maxRetries` | number | `0` | Provider-level retry attempts. |\n| `retry.provider.maxRetryDelayMs` | number | `60000` | Maximum server-requested delay in milliseconds. Set to `0` to disable the limit. |\n\nKeep `retry.provider.maxRetries` at `0` unless provider-level retries are required. Provider retries can delay Pi from handling quota and usage-limit errors itself.\n\n## Shell\n\n| Setting | Type | Default | Description |\n|---|---|---|---|\n| `shellPath` | string | Platform default | Custom shell executable path. Supports a leading `~`. |\n| `shellCommandPrefix` | string | None | Prefix prepended to every shell command. |\n| `npmCommand` | `string[]` | `npm` | Command and arguments used for npm package lookup and installation. |\n\nSee [Shell aliases](shell-aliases.md) for shell setup and [Pi Packages](packages.md) for package-manager behavior.\n\n## Resources\n\nResource paths in user settings resolve from the agent directory. Paths in project settings resolve from the project `.pi` directory. Absolute paths and `~` are supported.\n\n| Setting | Type | Default | Description |\n|---|---|---|---|\n| `packages` | array | `[]` | npm, git, or local Pi package sources. See [Pi Packages](packages.md). |\n| `extensions` | `string[]` | `[]` | Extension files or directories. |\n| `skills` | `string[]` | `[]` | Skill files or directories. |\n| `prompts` | `string[]` | `[]` | Prompt-template files or directories. |\n| `themes` | `string[]` | `[]` | Theme files or directories. |\n| `enableSkillCommands` | boolean | `true` | Register skills as `/skill:name` commands. |\n\nResource arrays support glob exclusions with `!pattern`, exact inclusion with `+path`, and exact exclusion with `-path`. Pi loads resources listed in both user-level and project settings.\n\n## Updates, telemetry, and warnings\n\n| Setting | Type | Default | Description |\n|---|---|---|---|\n| `collapseChangelog` | boolean | `false` | Show a condensed changelog after an update. |\n| `enableInstallTelemetry` | boolean | `true` | Enable anonymous install/update reporting and selected provider attribution headers. Does not control update checks. |\n| `enableAnalytics` | boolean | `false` | Opt in to analytics data sharing. Currently used only by the experimental first-run setup. |\n| `warnings.anthropicExtraUsage` | boolean | `true` | Warn when Anthropic subscription authentication may use paid extra usage. |\n	false
read	# Pi Packages\n\nPi packages install and distribute extensions, skills, prompt templates, and themes as one unit. Use a package when a customization should be shared through npm or git, or when several resources belong together.\n\nA package is an ordinary directory or npm package. It can expose conventional resource directories, declare explicit paths under the `pi` key in `package.json`, and carry its own runtime dependencies.\n\n## Install and manage packages\n\nInstall from npm, git, or a local path:\n\n```bash\npi install npm:@example/pi-tools@1.0.0\npi install git:github.com/example/pi-tools@v1\npi install ./local-package\n```\n\n`pi list` shows configured packages. Use `pi remove <source>` to remove one and `pi update --extensions` to reconcile package installations. See [Command Line](cli.md#package-commands) for every package command and option.\n\nPersonal installs are written to `~/.pi/agent/settings.json`. Add `--local` or `-l` to write the package declaration to `.pi/settings.json`. Pi reads declarations from that file only after project trust is granted.\n\nProject packages are installed and loaded only after project trust is resolved. Packages can execute extension code and can include skills that instruct the model to run programs. Review third-party package source before installing it. Review project package declarations before granting project trust.\n\nUse `--extension` or `-e` to try a package for one invocation without adding it to settings:\n\n```bash\npi -e npm:@example/pi-tools\n```\n\n## Choose a source\n\n| Source | Example | Behavior |\n|---|---|---|\n| npm | `npm:@example/pi-tools@1.0.0` | Installed under the Pi npm directory |\n| git | `git:github.com/example/pi-tools@v1` | Cloned and reconciled to the selected ref |\n| URL | `https://github.com/example/pi-tools` | Treated as a git source |\n| Local | `./pi-tools` | Loaded from the resolved path without copying |\n\nVersioned npm specifications are pinned. Git tags and commits are also pinned; package updates reconcile the checkout but do not move a configured ref.\n\nRelative local paths resolve from the settings file that contains them. A file path loads one extension. A directory follows normal package discovery rules.\n\n## Create a package\n\nThe simplest package uses conventional directories:\n\n```text\nmy-pi-package/\n├── package.json\n├── extensions/\n├── skills/\n├── prompts/\n└── themes/\n```\n\nWithout a `pi` manifest, Pi discovers TypeScript and JavaScript extensions, skill directories, Markdown prompts, and JSON themes from those directories.\n\nUse an explicit manifest when resources live elsewhere or need filtering:\n\n```json\n{\n  "name": "my-pi-package",\n  "keywords": ["pi-package"],\n  "pi": {\n    "extensions": ["./src/extension.ts"],\n    "skills": ["./resources/skills"],\n    "prompts": ["./resources/prompts/*.md"],\n    "themes": ["./resources/themes/*.json"]\n  }\n}\n```\n\nPaths are relative to the package root. Arrays accept glob patterns and exclusions. List dot-prefixed or symlinked resource roots directly when traversal through a glob would not discover them.\n\nThe `pi-package` keyword makes an npm package eligible for discovery in the [Pi package gallery](https://pi.dev/packages). Optional `pi.image` and `pi.video` fields add gallery previews.\n\n## Declare dependencies\n\nPut runtime packages imported by extensions in `dependencies`. Pi installs package dependencies when it installs an npm or git source.\n\nPi supplies these packages to extensions and skills:\n\n- `@earendil-works/pi-ai`\n- `@earendil-works/pi-agent-core`\n- `@earendil-works/pi-coding-agent`\n- `@earendil-works/pi-tui`\n- `typebox`\n\nDeclare imported Pi packages in `peerDependencies` with a `"*"` range and do not bundle them. Other Pi packages used as dependencies must be included in the published tarball and referenced through their `node_modules` resource paths.\n\nInstalled packages load with separate module roots. Do not rely on two packages sharing one dependency instance or one package resolving another package’s undeclared dependency.\n\n## Select package resources\n\nThe object form in settings narrows which resources load from a package:\n\n```json\n{\n  "packages": [\n    {\n      "source": "npm:@example/pi-tools",\n      "extensions": ["extensions/*.ts", "!extensions/legacy.ts"],\n      "skills": [],\n      "prompts": ["prompts/review.md"]\n    }\n  ]\n}\n```\n\nFor each resource type:\n\n- Omit the property to load everything allowed by the package.\n- Use `[]` to load none of that type.\n- Use `!pattern` to exclude glob matches.\n- Use `+path` to include one exact allowed path.\n- Use `-path` to exclude one exact path.\n\nFilters narrow the package manifest. They do not expose resources that the package itself did not declare.\n\nRun `pi config` to enable or disable discovered resources. It starts with personal configuration; press Tab to switch scope, or run `pi config --local` to start with project overrides.\n\n## Understand scope and identity\n\nThe same package can appear in personal and project settings. A project entry normally replaces the personal entry. With `autoload: false`, the project entry instead acts as a filtering delta over the personal package.\n\nPi identifies npm packages by package name, git packages by repository URL without the ref, and local packages by resolved absolute path. This prevents the same package from loading twice through equivalent declarations.\n\nUse [Extensions](extensions.md), [Skills](skills.md), [Prompt Templates](prompt-templates.md), and [Themes](themes.md) to design each resource before packaging it.\n	false
read	---\nname: how\ndescription: "Use for \\"how does X work\\", code walkthroughs before changing something, and placement / ownership / layering questions (\\"where should this live\\", \\"which package owns this\\", \\"is this the right layer\\"). Explains subsystem architecture, runtime flow, onboarding mental models. Use why for motivation."\ndisable-model-invocation: true\n---\n\n# How\n\nLoading this skill authorizes the Task calls it prescribes.\n\nExplore the codebase to answer "how does X work?" questions. Produce architectural explanations at the level of a senior engineer onboarding onto a subsystem, enough to build a working mental model, not so much that it reads like annotated source code.\n\nCursor rule wording: Each spawn below names a role line in the `pstack-models.mdc` rule and a default. On Pi, each spawn below names a role line in the pstack models block in AGENTS.md in Pi's agent directory (`$PI_CODING_AGENT_DIR`, default `~/.pi/agent`) and a default. Set `model` to that line's value, or to the default if the block or line is missing. Omit `model` when the value is `auto` or `inherit-parent`. If Task rejects a configured model, use the default and say so. If Task rejects the default, use the closest valid model of the same provider family from its error message.\n\n## Step 1. Assess Complexity\n\nIf the scope is ambiguous, state your interpretation and explore. The user can redirect.\n\n- **Simple** (a single module, a small utility, a narrow question such as "how does function X work"): no explorers. One explainer explores and explains in a single pass. Go to Step 2b.\n- **Complex** (a subsystem spanning multiple files or services, a cross-cutting feature, a full architectural overview): spawn parallel explorers first, then hand off to the explainer. Go to Step 2a.\n\nWhen in doubt, take the simple path. For a configured `inherit-parent` or `auto` model, omit `model` so Task uses the parent model.\n\n## Step 2a. Explore (complex questions only)\n\nDecompose the question into 2 to 4 exploration angles, each a distinct slice of the subsystem. Spawn all explorers in a single message, with one Task per angle:\n\n- `subagent_type`: `generalPurpose`\n- `readonly`: `true`\n- `model`: the `how explorer` line, default `anthropic/claude-sonnet-5:xhigh`\n\nEach explorer gets the prompt in `references/explorer-prompt.md` with its angle filled in. Then go to Step 3.\n\n## Step 2b. Direct Explain (simple questions)\n\nSpawn one Task that explores and explains in one pass:\n\n- `subagent_type`: `generalPurpose`\n- `readonly`: `true`\n- `model`: the `how explainer` line, default `anthropic/claude-opus-5-5:max`\n\nBuild its prompt from `references/explainer-prompt.md` without the explorer-findings section. Go to Step 4.\n\n## Step 3. Synthesize (complex questions only)\n\nOnce all explorers have returned, spawn one Task to synthesize their findings into one explanation:\n\n- `subagent_type`: `generalPurpose`\n- `readonly`: `true`\n- `model`: the `how explainer` line, default `anthropic/claude-opus-5-5:max`\n\nBuild its prompt from `references/explainer-prompt.md` with every explorer's findings filled in.\n\n## Step 4. Present\n\nPresent the explainer's output to the user. Light edits for clarity or context from the conversation are fine. Do not substantially rewrite it.\n\n## Output Format\n\nThe explanation uses the sections defined in `references/explainer-prompt.md`, dropping any that do not apply: Overview, Key Concepts, How It Works, Where Things Live, Gotchas.\n	false
todo	Todo #23 completed	false
todo	Todo #27 in_progress	false
edit	Successfully replaced 1 block(s) in /var/folders/11/m_kwnqr97632l_cjt0mhytvh0000gn/T/tmp.b08aVoImvG/skills/how/SKILL.md.	false
read	---\nname: how\ndescription: "Use for \\"how does X work\\", code walkthroughs before changing something, and placement / ownership / layering questions (\\"where should this live\\", \\"which package owns this\\", \\"is this the right layer\\"). Explains subsystem architecture, runtime flow, onboarding mental models. Use why for motivation."\ndisable-model-invocation: true\n---\n\n# How\n\nLoading this skill authorizes the Task calls it prescribes.\n\nExplore the codebase to answer "how does X work?" questions. Produce architectural explanations at the level of a senior engineer onboarding onto a subsystem, enough to build a working mental model, not so much that it reads like annotated source code.\n\nCursor rule wording: Each spawn below names a role line in the `pstack-models.mdc` rule and a default. On Pi, each spawn below names a role line in the pstack models block in AGENTS.md in Pi's agent directory (`$PI_CODING_AGENT_DIR`, default `~/.pi/agent`) and a default. Set `model` to that line's value, or to the default if the block or line is missing. Omit `model` when the value is `auto` or `inherit-parent`. If Task rejects a configured model, use the default and say so. If Task rejects the default, use the closest valid model of the same provider family from its error message.\n\n## Step 1. Assess Complexity\n\nIf the scope is ambiguous, state your interpretation and explore. The user can redirect.\n\n- **Simple** (a single module, a small utility, a narrow question such as "how does function X work"): no explorers. One explainer explores and explains in a single pass. Go to Step 2b.\n- **Complex** (a subsystem spanning multiple files or services, a cross-cutting feature, a full architectural overview): spawn parallel explorers first, then hand off to the explainer. Go to Step 2a.\n\nWhen in doubt, take the simple path. For a configured `inherit-parent` or `auto` model, omit `model` so Task uses the parent model.\n\n## Step 2a. Explore (complex questions only)\n\nDecompose the question into 2 to 4 exploration angles, each a distinct slice of the subsystem. Spawn all explorers in a single message, with one Task per angle:\n\n- `subagent_type`: `generalPurpose`\n- `readonly`: `true`\n- `model`: the `how explorer` line, default `anthropic/claude-sonnet-5:xhigh`\n\nEach explorer gets the prompt in `references/explorer-prompt.md` with its angle filled in. Then go to Step 3.\n\n## Step 2b. Direct Explain (simple questions)\n\nSpawn one Task that explores and explains in one pass:\n\n- `subagent_type`: `generalPurpose`\n- `readonly`: `true`\n- `model`: the `how explainer` line, default `anthropic/claude-opus-5-5:max`\n\nBuild its prompt from `references/explainer-prompt.md` without the explorer-findings section. Go to Step 4.\n\n## Step 3. Synthesize (complex questions only)\n\nOnce all explorers have returned, spawn one Task to synthesize their findings into one explanation:\n\n- `subagent_type`: `generalPurpose`\n- `readonly`: `true`\n- `model`: the `how explainer` line, default `anthropic/claude-opus-5-5:max`\n\nBuild its prompt from `references/explainer-prompt.md` with every explorer's findings filled in.\n\n## Step 4. Present\n\nPresent the explainer's output to the user. Light edits for clarity or context from the conversation are fine. Do not substantially rewrite it.\n\n## Output Format\n\nThe explanation uses the sections defined in `references/explainer-prompt.md`, dropping any that do not apply: Overview, Key Concepts, How It Works, Where Things Live, Gotchas.\n<!-- U6_GUARD_PROBE -->\n	false
bash	NO_GIT_REPOSITORY\nREFERENCE_EXISTS\n	false
